sample	unit	platform	fq1	fq2
M2G06	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H07.fastq.gz
M2G06	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H07.fastq.gz
M2G07	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B08.fastq.gz
M2G07	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B08.fastq.gz
M2G07	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B08.fastq.gz
M2G08	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4C02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4C02.fastq.gz
M2G08	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4C05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4C05.fastq.gz
M2G08	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4C08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4C08.fastq.gz
M2G08	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4C11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4C11.fastq.gz
M2G09	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4H01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4H01.fastq.gz
M2G09	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4H04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4H04.fastq.gz
M2G09	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4H07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4H07.fastq.gz
M2G09	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4H10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4H10.fastq.gz
M2G10	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A08.fastq.gz
M2G10	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A08.fastq.gz
M2G10	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A08.fastq.gz
M3G01	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F12.fastq.gz
M3G01	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F12.fastq.gz
M3G01	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F12.fastq.gz
M3G02	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1G04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1G04.fastq.gz
M3G02	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2G04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2G04.fastq.gz
M3G02	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3G04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3G04.fastq.gz
M3G06	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A05.fastq.gz
M3G06	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A05.fastq.gz
M3G06	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A05.fastq.gz
M3G07	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1H09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1H09.fastq.gz
M3G07	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H09.fastq.gz
M3G07	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H09.fastq.gz
M3G08	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C10.fastq.gz
M3G08	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C10.fastq.gz
M3G08	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C10.fastq.gz
M3G09	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F01.fastq.gz
M3G09	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F04.fastq.gz
M3G09	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F07.fastq.gz
M3G09	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F10.fastq.gz
M3G10	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4E01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4E01.fastq.gz
M3G10	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4E04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4E04.fastq.gz
M3G10	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4E07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4E07.fastq.gz
M3G10	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4E10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4E10.fastq.gz
M4G01	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B11.fastq.gz
M4G01	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B11.fastq.gz
M4G01	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B11.fastq.gz
M4G02	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4D02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4D02.fastq.gz
M4G02	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4D05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4D05.fastq.gz
M4G02	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4D08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4D08.fastq.gz
M4G02	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4D11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4D11.fastq.gz
M4G06	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A04.fastq.gz
M4G06	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A04.fastq.gz
M4G06	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A04.fastq.gz
M4G07	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4A02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4A02.fastq.gz
M4G07	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4A05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4A05.fastq.gz
M4G07	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4A08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4A08.fastq.gz
M4G07	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4A11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4A11.fastq.gz
M4G08	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C01.fastq.gz
M4G08	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C01.fastq.gz
M4G08	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C01.fastq.gz
M4G09	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C11.fastq.gz
M4G09	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C11.fastq.gz
M4G09	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C11.fastq.gz
M4G10	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F06.fastq.gz
M4G10	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F06.fastq.gz
M4G10	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F06.fastq.gz
T1G01	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F08.fastq.gz
T1G01	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F08.fastq.gz
T1G01	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F08.fastq.gz
T1G02	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1H04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1H04.fastq.gz
T1G02	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H04.fastq.gz
T1G02	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H04.fastq.gz
T1G03	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D05.fastq.gz
T1G03	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D05.fastq.gz
T1G03	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D05.fastq.gz
T1G04	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C08.fastq.gz
T1G04	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C08.fastq.gz
T1G04	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C08.fastq.gz
T1G05	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1H06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1H06.fastq.gz
T1G05	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H06.fastq.gz
T1G05	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H06.fastq.gz
T1G06	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B06.fastq.gz
T1G06	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B06.fastq.gz
T1G06	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B06.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B06.fastq.gz
T1G07	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A02.fastq.gz
T1G07	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A02.fastq.gz
T1G07	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A02.fastq.gz
T1G08	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C12.fastq.gz
T1G08	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C12.fastq.gz
T1G08	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C12.fastq.gz
T1G09	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A09.fastq.gz
T1G09	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A09.fastq.gz
T1G09	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A09.fastq.gz
T1G10	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C04.fastq.gz
T1G10	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D04.fastq.gz
T1G10	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C04.fastq.gz
T1G10	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D04.fastq.gz
T1G10	5	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C04.fastq.gz
T1G10	6	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D04.fastq.gz
T1G10p1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C04.fastq.gz
T1G10p2	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D04.fastq.gz
T1G10p1	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C04.fastq.gz
T1G10p2	4	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D04.fastq.gz
T1G10p1	5	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C04.fastq.gz
T1G10p2	6	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D04.fastq.gz
T2G01	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C03.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C03.fastq.gz
T2G01	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C03.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C03.fastq.gz
T2G01	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C03.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C03.fastq.gz
T2G02	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C09.fastq.gz
T2G02	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C09.fastq.gz
T2G02	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C09.fastq.gz
T2G03	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1E04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1E04.fastq.gz
T2G03	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2E04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2E04.fastq.gz
T2G03	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3E04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3E04.fastq.gz
T2G04	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1H05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1H05.fastq.gz
T2G04	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H05.fastq.gz
T2G04	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H05.fastq.gz
T2G05	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F07.fastq.gz
T2G05	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F07.fastq.gz
T2G05	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F07.fastq.gz
T2G06	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D08.fastq.gz
T2G06	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D08.fastq.gz
T2G06	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D08.fastq.gz
T2G07	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1A01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1A01.fastq.gz
T2G07	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2A01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2A01.fastq.gz
T2G07	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3A01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3A01.fastq.gz
T2G08	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1C05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1C05.fastq.gz
T2G08	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2C05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2C05.fastq.gz
T2G08	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3C05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3C05.fastq.gz
T2G09	2	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D07.fastq.gz
T2G09	3	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D07.fastq.gz
T2G09	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D07.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D07.fastq.gz
